,Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
13114,44, Bachelors,13, Married-civ-spouse, Husband, Male,7298.0,40
13115,43, HS-grad,9, Married-civ-spouse, Other-relative, Female,0.0,44
13117,36,,9, Never-married, Other-relative, Female,2907.0,40
13118,48, Some-college,10, Never-married, Not-in-family, Female,0.0,43
13121,52, Masters,14, Married-civ-spouse, Husband, Male,,45
13122,27,,3, Never-married, Own-child, Female,,20
13125,66, Assoc-acdm,12, Married-civ-spouse, Husband, Male,5556.0,40
13129,49, 10th,6, Never-married, Unmarried,,0.0,38
13133,63, HS-grad,9, Widowed, Unmarried, Female,0.0,40
13140,49, Assoc-voc,11, Divorced, Not-in-family,,0.0,38
13142,31, 5th-6th,3, Married-civ-spouse, Husband, Male,0.0,56
13143,28, Bachelors,13, Never-married, Own-child,,0.0,35
13144,37, 11th,7, Married-civ-spouse, Husband, Male,0.0,25
13147,25, Assoc-voc,11, Married-civ-spouse, Husband, Male,,41
13149,47, HS-grad,9, Divorced, Unmarried, Female,,45
13155,17, 10th,6, Never-married, Own-child,,0.0,20
13156,34, 11th,7, Divorced, Not-in-family, Male,0.0,43
13157,44, HS-grad,9, Never-married, Other-relative, Female,,30
13158,23, Assoc-acdm,12, Never-married, Own-child, Female,0.0,20
13159,35, Some-college,10, Never-married, Unmarried, Male,4650.0,20
13160,30, Bachelors,13, Never-married, Not-in-family, Male,4865.0,40
13165,28, Assoc-voc,11, Married-civ-spouse, Husband, Male,2407.0,40
13167,34, 11th,7, Never-married, Unmarried, Male,0.0,40
13169,53, 7th-8th,4, Married-civ-spouse, Husband,,0.0,45
13171,32, Some-college,10, Divorced, Unmarried, Female,0.0,40
13176,43, HS-grad,9, Married-civ-spouse, Husband, Male,,42
13179,45,,10, Divorced, Not-in-family, Female,0.0,40
13184,31, HS-grad,9, Never-married, Unmarried, Female,0.0,58
13186,32, Bachelors,13, Married-civ-spouse, Wife,,,32
13192,34, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,27
13199,55, HS-grad,9, Married-civ-spouse, Husband, Male,,40
13201,28, 9th,5, Never-married, Not-in-family, Male,0.0,50
13202,37, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
13204,43,,13, Married-civ-spouse, Husband, Male,0.0,42
13210,77, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
13211,28, HS-grad,9, Married-spouse-absent, Not-in-family, Female,,40
13213,37, Bachelors,13, Separated, Not-in-family, Male,0.0,40
13214,34, Assoc-voc,11, Married-civ-spouse, Husband, Male,,45
13218,36, 10th,6, Married-civ-spouse, Husband, Male,,40
13220,40,,10, Married-civ-spouse, Husband, Male,0.0,40
13222,38,,13, Married-civ-spouse, Husband, Male,0.0,70
13223,28, 5th-6th,3, Never-married, Not-in-family, Male,0.0,40
13224,46, Bachelors,13, Divorced, Unmarried, Female,0.0,40
13225,22, Some-college,10, Married-civ-spouse, Husband, Male,0.0,35
13226,37, HS-grad,9, Divorced, Unmarried, Female,0.0,25
13227,69, 10th,6, Separated, Not-in-family, Female,0.0,28
13229,53, Bachelors,13, Never-married, Not-in-family, Female,0.0,21
13230,20, HS-grad,9, Never-married, Own-child, Female,0.0,35
13231,22, Bachelors,13, Never-married, Not-in-family, Male,0.0,50
13232,48, 9th,5, Married-civ-spouse, Husband,,,44
13235,39, Some-college,10, Divorced, Not-in-family, Female,,55
13237,23, 10th,6, Never-married, Unmarried, Male,,60
13240,23, 12th,8, Never-married, Own-child, Male,0.0,30
13242,25, Some-college,10, Never-married, Not-in-family, Female,0.0,25
13243,58, Some-college,10, Married-civ-spouse, Husband, Male,,40
13244,33, HS-grad,9, Divorced, Not-in-family, Male,,45
13245,28, Masters,14, Married-civ-spouse, Husband,,0.0,48
13246,19, 11th,7, Never-married, Not-in-family, Female,,25
13247,44, Some-college,10, Divorced, Other-relative, Female,0.0,40
13248,68, Preschool,1, Never-married, Not-in-family, Male,0.0,10
13250,24, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
13252,38, Bachelors,13, Married-civ-spouse, Husband, Male,7688.0,40
13253,31, HS-grad,9, Separated, Unmarried,,,40
13254,29, HS-grad,9, Divorced, Not-in-family,,,40
13255,65, 9th,5, Widowed, Not-in-family, Female,0.0,40
13256,55, HS-grad,9, Widowed, Other-relative,,0.0,40
13258,27,,9, Never-married, Own-child, Female,0.0,40
13259,41, HS-grad,9, Divorced, Not-in-family, Male,,30
13263,66, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,4
13264,38, Some-college,10, Divorced, Not-in-family, Male,0.0,60
13265,43, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,42
13268,30, HS-grad,9, Never-married, Unmarried, Female,0.0,35
13270,41, Masters,14, Married-civ-spouse, Husband, Male,15024.0,50
13272,36, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
13276,22, Bachelors,13, Never-married, Own-child,,0.0,15
13277,26, HS-grad,9, Married-civ-spouse, Husband, Male,,36
13278,64, HS-grad,9, Married-civ-spouse, Wife, Female,0.0,21
13279,48, Some-college,10, Divorced, Unmarried,,,45
13281,26, Some-college,10, Never-married, Unmarried,,0.0,40
13285,53, HS-grad,9, Widowed, Not-in-family,,6849.0,40
13286,18,,3, Never-married, Other-relative,,,54
13288,28, HS-grad,9, Never-married, Unmarried, Female,,40
13289,37, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,60
13291,59, Bachelors,13, Married-civ-spouse, Husband, Male,5013.0,40
13292,32, Masters,14, Never-married, Not-in-family,,,60
13293,31, Bachelors,13, Married-civ-spouse, Wife, Female,0.0,35
13295,81, 1st-4th,2, Married-civ-spouse, Husband,,0.0,15
13296,47, HS-grad,9, Separated, Other-relative, Female,0.0,35
13298,37, Some-college,10, Married-civ-spouse, Husband, Male,0.0,30
13299,44, HS-grad,9, Married-civ-spouse, Husband, Male,,45
13300,37, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,45
13304,60, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,40
13305,22, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,36
13306,23,,13, Never-married, Not-in-family, Male,0.0,25
13307,19, HS-grad,9, Never-married, Not-in-family, Female,0.0,60
13308,45, Some-college,10, Married-civ-spouse, Husband, Male,0.0,44
13309,36, HS-grad,9, Separated, Unmarried, Female,,30
13311,48, 11th,7, Married-civ-spouse, Husband,,0.0,40
13313,29, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,20
13314,39, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
13316,37, Assoc-acdm,12, Divorced, Unmarried, Male,,25
13319,28, 10th,6, Never-married, Other-relative,,0.0,40
13320,35, Some-college,10, Divorced, Unmarried, Female,0.0,30
13322,17,,6, Never-married, Own-child, Male,0.0,40
13324,33, Some-college,10, Never-married, Unmarried,,,38
13325,33, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,60
13327,49, HS-grad,9, Never-married, Own-child, Female,0.0,40
13329,41, Some-college,10, Married-civ-spouse, Husband, Male,0.0,35
13330,64, 1st-4th,2, Divorced, Not-in-family,,0.0,12
13335,38, 11th,7, Married-civ-spouse, Husband, Male,5178.0,40
13337,30, HS-grad,9, Never-married, Other-relative, Female,0.0,40
13341,61, HS-grad,9, Divorced, Not-in-family, Female,0.0,40
13344,20, 12th,8, Never-married, Not-in-family,,0.0,55
13345,33, HS-grad,9, Married-civ-spouse, Wife,,0.0,46
13349,56, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,50
13350,32, Assoc-voc,11, Never-married, Not-in-family, Female,,23
13351,26, Assoc-acdm,12, Married-civ-spouse, Husband, Male,5178.0,40
13352,49, Bachelors,13, Never-married, Not-in-family, Male,0.0,40
13353,71, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,40
13356,42, HS-grad,9, Divorced, Unmarried, Female,0.0,35
13357,51, Some-college,10, Married-civ-spouse, Wife, Female,0.0,20
13358,38, Some-college,10, Married-spouse-absent, Own-child,,0.0,40
13359,38, 10th,6, Married-civ-spouse, Husband, Male,,40
13362,40, HS-grad,9, Divorced, Unmarried,,,40
13366,54, HS-grad,9, Married-civ-spouse, Husband,,0.0,55
13367,52, Bachelors,13, Married-spouse-absent, Not-in-family, Female,0.0,42
13368,27, Bachelors,13, Never-married, Not-in-family, Female,0.0,60
13371,31, Some-college,10, Divorced, Not-in-family, Male,0.0,40
13376,34, Masters,14, Divorced, Unmarried, Female,0.0,40
13377,42,,13, Divorced, Unmarried,,0.0,50
13380,40, Assoc-voc,11, Married-civ-spouse, Husband, Male,,40
13382,31, Some-college,10, Never-married, Not-in-family, Female,0.0,40
13390,57, Bachelors,13, Married-civ-spouse, Husband, Male,3103.0,50
13392,57, 10th,6, Married-civ-spouse, Husband,,0.0,40
13395,42, Bachelors,13, Never-married, Not-in-family,,0.0,55
13398,50, HS-grad,9, Married-civ-spouse, Husband,,0.0,40
13400,37, HS-grad,9, Divorced, Not-in-family, Male,,60
13401,26,,9, Married-civ-spouse, Husband,,0.0,40
13402,27,,13, Divorced, Not-in-family,,0.0,35
13403,24, Some-college,10, Never-married, Own-child, Male,0.0,25
13405,29, HS-grad,9, Divorced, Not-in-family, Female,0.0,34
13406,47, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
13408,26, Assoc-acdm,12, Divorced, Unmarried, Female,0.0,45
13410,25, Assoc-voc,11, Married-civ-spouse, Wife, Female,0.0,40
13412,36, HS-grad,9, Married-civ-spouse, Husband,,0.0,50
13413,25, Masters,14, Married-civ-spouse, Husband, Male,,40
13415,39, HS-grad,9, Married-civ-spouse, Husband, Male,4508.0,24
13419,61, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,50
13420,41, HS-grad,9, Widowed, Not-in-family, Female,,40
13421,50, Some-college,10, Divorced, Not-in-family, Female,,40
13422,53, Bachelors,13, Married-civ-spouse, Husband, Male,99999.0,50
13424,38, Some-college,10, Never-married, Unmarried, Female,,40
13426,26, Assoc-voc,11, Married-civ-spouse, Wife, Female,0.0,40
13428,25, HS-grad,9, Never-married, Own-child, Female,,40
13429,31, Some-college,10, Never-married, Own-child, Female,0.0,40
13430,49, 12th,8, Never-married, Not-in-family, Male,0.0,35
13431,34, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,48
13434,38, Bachelors,13, Married-civ-spouse, Husband,,7298.0,50
13436,47, 9th,5, Divorced, Not-in-family, Female,0.0,30
13437,42, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
13438,29, Bachelors,13, Never-married, Own-child,,,40
13440,22, Some-college,10, Never-married, Own-child, Female,0.0,20
13442,20, Some-college,10, Never-married, Own-child, Male,0.0,48
13444,46, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,46
13445,44,,9, Married-civ-spouse, Wife, Female,,38
13448,60, HS-grad,9, Married-civ-spouse, Husband, Male,15024.0,40
13455,42, Some-college,10, Married-civ-spouse, Husband,,99999.0,55
13456,26, 7th-8th,4, Never-married, Unmarried, Male,,40
13458,48, 7th-8th,4, Married-civ-spouse, Husband, Male,0.0,32
13459,35, Some-college,10, Never-married, Unmarried, Male,0.0,50
13467,65, HS-grad,9, Divorced, Not-in-family,,0.0,20
13468,30, Assoc-acdm,12, Never-married, Other-relative, Male,0.0,40
13470,61,,4, Married-civ-spouse, Husband, Male,,40
13471,22, Some-college,10, Never-married, Not-in-family, Female,0.0,50
13472,23, 11th,7, Separated, Unmarried, Female,0.0,40
13473,34, HS-grad,9, Married-civ-spouse, Husband, Male,,40
13474,51, HS-grad,9, Widowed, Unmarried, Female,0.0,35
13475,21, Some-college,10, Never-married, Own-child, Female,0.0,15
13476,31, Assoc-acdm,12, Never-married, Not-in-family, Male,0.0,40
13477,34, Assoc-acdm,12, Never-married, Not-in-family, Female,0.0,35
13479,32, Masters,14, Separated, Not-in-family,,0.0,55
13480,44, 11th,7, Married-civ-spouse, Husband, Male,0.0,40
13486,41, Some-college,10, Married-civ-spouse, Husband, Male,0.0,45
13488,23, Assoc-voc,11, Never-married, Unmarried, Female,,40
13491,21, HS-grad,9, Never-married, Not-in-family, Male,,50
13495,65, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,20
13496,34,,13, Never-married, Not-in-family, Male,2463.0,50
13497,58, Bachelors,13, Divorced, Not-in-family, Male,0.0,50
13499,50, Bachelors,13, Married-civ-spouse, Husband, Male,99999.0,60
13505,47,,14, Divorced, Not-in-family, Male,27828.0,60
13506,30, Bachelors,13, Divorced, Not-in-family, Male,0.0,40
13517,37, Assoc-acdm,12, Married-civ-spouse, Husband,,0.0,55
13518,21, HS-grad,9, Divorced, Other-relative, Male,0.0,40
13519,49, HS-grad,9, Never-married, Not-in-family, Male,0.0,40
13521,47, Bachelors,13, Divorced, Not-in-family, Male,0.0,40
13523,27, Prof-school,15, Married-civ-spouse, Wife, Female,0.0,50
13524,40, HS-grad,9, Separated, Not-in-family, Female,0.0,40
13527,43, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,52
13528,48, Bachelors,13, Married-civ-spouse, Husband,,15024.0,50
13530,39, HS-grad,9, Separated, Unmarried, Male,0.0,40
13531,50,,9, Married-civ-spouse, Husband, Male,0.0,40
13532,52, Assoc-voc,11, Divorced, Unmarried, Female,,40
13533,44, Masters,14, Married-civ-spouse, Wife, Female,0.0,45
13538,28, 10th,6, Never-married, Own-child, Female,0.0,40
13540,33, Assoc-voc,11, Never-married, Unmarried, Male,,40
13541,59, 7th-8th,4, Never-married, Other-relative, Male,0.0,32
13542,74, 1st-4th,2, Widowed, Not-in-family, Female,,15
13544,31, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0.0,55
13545,31,,10, Separated, Unmarried, Female,0.0,40
13548,42, Assoc-voc,11, Married-civ-spouse, Husband, Male,2407.0,40
13551,40, Doctorate,16, Married-civ-spouse, Husband, Male,3103.0,40
13554,39, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,42
13555,43, Assoc-acdm,12, Married-civ-spouse, Husband,,7688.0,50
13557,57, Bachelors,13, Married-civ-spouse, Wife,,0.0,40
13558,38,,15, Married-civ-spouse, Husband, Male,,99
13559,25, Bachelors,13, Never-married, Not-in-family, Female,0.0,38
13561,34, Bachelors,13, Married-civ-spouse, Husband,,0.0,48
13563,53, Some-college,10, Divorced, Not-in-family, Female,0.0,34
13567,22, Assoc-voc,11, Never-married, Unmarried, Female,0.0,35
13570,40, Masters,14, Never-married, Not-in-family, Female,3325.0,40
13571,34, HS-grad,9, Married-civ-spouse, Husband,,0.0,70
13573,35, HS-grad,9, Never-married, Other-relative, Male,0.0,40
13574,32,,10, Married-civ-spouse, Husband,,0.0,60
13577,55, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,55
13581,55, Some-college,10, Widowed, Not-in-family, Female,,35
13585,39, HS-grad,9, Divorced, Not-in-family, Female,4650.0,40
13591,38, Bachelors,13, Never-married, Not-in-family, Female,0.0,35
13592,21, Some-college,10, Never-married, Own-child, Male,0.0,35
13596,48, HS-grad,9, Divorced, Unmarried,,0.0,45
13599,34, Bachelors,13, Married-civ-spouse, Husband,,0.0,60
13601,24, 9th,5, Never-married, Not-in-family, Male,,40
13602,32, 9th,5, Separated, Unmarried, Female,0.0,23
13604,39, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,56
13605,39, 11th,7, Divorced, Own-child, Male,,40
13606,18, 11th,7, Never-married, Own-child, Female,0.0,12
13609,54, 10th,6, Married-civ-spouse, Husband, Male,0.0,40
13611,27, Some-college,10, Married-civ-spouse, Husband, Male,0.0,30
13614,22, Bachelors,13, Never-married, Other-relative, Female,0.0,40
13615,17, 11th,7, Never-married, Unmarried,,0.0,12
13617,49, 10th,6, Separated, Not-in-family, Male,,99
13618,33, Assoc-voc,11, Never-married, Unmarried, Male,0.0,40
13620,45, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
13622,25, Bachelors,13, Married-civ-spouse, Husband, Male,,60
13623,71, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,36
13625,41, Prof-school,15, Married-civ-spouse, Husband, Male,,80
13627,47, HS-grad,9, Married-spouse-absent, Unmarried, Female,0.0,20
13628,30, Bachelors,13, Never-married, Not-in-family, Male,0.0,65
13630,44, Some-college,10, Divorced, Unmarried, Female,0.0,48
13631,50, Masters,14, Married-civ-spouse, Husband, Male,0.0,40
13633,68, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,24
13634,45, 12th,8, Married-civ-spouse, Husband, Male,2407.0,50
13635,38,,13, Never-married, Own-child, Male,0.0,40
13638,39, HS-grad,9, Divorced, Not-in-family, Male,0.0,40
13642,34, Some-college,10, Never-married, Unmarried,,,35
13645,40, Some-college,10, Married-civ-spouse, Wife,,0.0,17
13648,40, HS-grad,9, Divorced, Other-relative,,,40
13650,45, Bachelors,13, Married-civ-spouse, Husband, Male,,40
13651,55, Bachelors,13, Married-civ-spouse, Husband, Male,15024.0,42
13652,51, HS-grad,9, Never-married, Own-child, Female,,40
13658,34, 9th,5, Separated, Unmarried, Male,,40
13660,46, Masters,14, Married-civ-spouse, Husband, Male,0.0,65
13661,43, Bachelors,13, Never-married, Not-in-family, Female,,40
13662,62, HS-grad,9, Never-married, Not-in-family, Female,0.0,38
13663,21, Some-college,10, Never-married, Own-child, Female,,70
13666,37, HS-grad,9, Separated, Unmarried, Male,0.0,70
13671,34, Some-college,10, Divorced, Not-in-family,,0.0,40
13672,25, HS-grad,9, Never-married, Own-child, Female,0.0,6
13676,24, HS-grad,9, Never-married, Own-child, Male,0.0,50
13679,34, Some-college,10, Married-civ-spouse, Husband,,0.0,40
13682,52, 1st-4th,2, Married-civ-spouse, Husband, Male,0.0,50
13684,42, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,40
13687,36, Assoc-acdm,12, Married-civ-spouse, Husband, Male,,50
13689,40, HS-grad,9, Never-married, Not-in-family, Female,,38
13691,51, Bachelors,13, Married-civ-spouse, Husband, Male,0.0,60
13693,18, HS-grad,9, Never-married, Own-child, Male,,40
13695,50, Masters,14, Married-civ-spouse, Husband, Male,15024.0,40
13697,33, HS-grad,9, Divorced, Own-child, Male,0.0,45
13698,37,,10, Married-civ-spouse, Husband, Male,0.0,40
13699,24, HS-grad,9, Married-spouse-absent, Own-child, Male,0.0,40
13700,31, Bachelors,13, Never-married, Unmarried, Female,,50
13701,59, HS-grad,9, Divorced, Own-child, Female,0.0,40
13702,18, 12th,8, Never-married, Own-child, Male,0.0,55
13705,27, Bachelors,13, Never-married, Unmarried, Female,0.0,33
13706,34, 11th,7, Never-married, Own-child, Male,0.0,40
13707,50, Assoc-voc,11, Married-civ-spouse, Husband, Male,0.0,84
13713,26, Assoc-acdm,12, Married-civ-spouse, Wife, Female,,75
13714,37, Some-college,10, Married-civ-spouse, Wife, Female,7298.0,40
13715,20, HS-grad,9, Never-married, Own-child,,0.0,30
13717,30, HS-grad,9, Divorced, Not-in-family, Male,0.0,52
13718,21, Some-college,10, Never-married, Own-child, Male,,15
13720,51,,9, Married-civ-spouse, Husband, Male,,40
13721,31, HS-grad,9, Divorced, Unmarried, Female,0.0,40
13724,29, Bachelors,13, Never-married, Own-child,,0.0,72
13725,20, HS-grad,9, Never-married, Not-in-family, Female,0.0,35
13726,46, Some-college,10, Widowed, Not-in-family, Female,0.0,60
13727,44,,9, Married-civ-spouse, Husband, Male,0.0,45
13728,39,,9, Divorced, Not-in-family,,0.0,38
13729,39, Bachelors,13, Divorced, Not-in-family, Male,,55
13730,45, HS-grad,9, Married-civ-spouse, Husband, Male,0.0,44
13731,28, Some-college,10, Married-civ-spouse, Husband, Male,0.0,55
13732,44, Some-college,10, Married-civ-spouse, Wife, Female,0.0,35
13734,27,,9, Never-married, Not-in-family, Female,0.0,70
13738,25, Prof-school,15, Never-married, Not-in-family, Female,0.0,30
13742,18, 11th,7, Never-married, Own-child, Female,,8
13745,19, 11th,7, Never-married, Own-child, Male,0.0,20
13746,23, Some-college,10, Never-married, Not-in-family, Male,,60
13747,38, Masters,14, Married-civ-spouse, Husband,,0.0,40
13748,36, Masters,14, Married-civ-spouse, Husband, Male,0.0,60
13752,46,,9, Married-civ-spouse, Husband, Male,4064.0,40
13754,42, Some-college,10, Never-married, Not-in-family, Female,,40
13757,48, Some-college,10, Never-married, Not-in-family,,,40
13759,31, 1st-4th,2, Never-married, Other-relative,,0.0,25
13762,58, Bachelors,13, Married-civ-spouse, Husband, Male,7688.0,50
13765,72, 10th,6, Married-civ-spouse, Husband, Male,0.0,15
13766,61, 10th,6, Married-civ-spouse, Husband, Male,0.0,55
13767,42, Some-college,10, Married-civ-spouse, Husband, Male,3908.0,40
